index,latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v)
915,32.103093,34.812103,10,10,3.36,104,11,11,10,138,98848,49:30.7,49:30.7,16,0,0,15.681
916,32.103094,34.812101,10,10,3.36,105,11,11,10,138,98951,49:30.8,49:30.8,16,0,0,15.681
917,32.103095,34.812099,10,10,3.04,106,11,11,10,138,99055,49:30.9,49:30.9,16,0,0,15.681
918,32.103096,34.812097,10,10,2.86,106,11,11,10,138,99157,49:31.0,49:31.0,16,0,0,15.681
919,32.103097,34.812096,10,10,2.69,107,11,11,10,138,99259,49:31.1,49:31.1,16,0,0,15.671
920,32.103097,34.812095,10,10,2.55,107,11,11,10,138,99366,49:31.2,49:31.2,16,0,0,15.671
921,32.103099,34.812093,10,10,2.06,108,11,11,10,138,99574,49:31.4,49:31.4,16,0,0,15.671
922,32.103099,34.812092,10,10,1.9,108,11,11,10,138,99677,49:31.5,49:31.5,16,0,0,15.671
923,32.1031,34.812092,10,10,1.58,109,11,11,10,138,99783,49:31.6,49:31.6,16,0,0,15.671
924,32.1031,34.812091,10,10,1.43,109,11,11,10,138,99885,49:31.7,49:31.7,16,0,0,15.671
925,32.103101,34.812091,10,10,1.12,109,11,11,10,138,99991,49:31.8,49:31.8,16,0,0,15.671
926,32.103101,34.81209,10,10,1,109,11,11,10,138,100094,49:31.9,49:31.9,16,0,0,15.671
927,32.103102,34.81209,10,10,1,109,11,11,10,138,100196,49:32.0,49:32.0,16,0,0,15.671
928,32.103102,34.81209,10,10,1,109,11,11,10,138,100301,49:32.1,49:32.1,16,0,0,15.671
929,32.103102,34.81209,10,10,0.81,110,11,11,10,138,100405,49:32.2,49:32.2,16,0,0,15.662
930,32.103103,34.812089,10,10,0.81,110,11,11,10,138,100514,49:32.3,49:32.3,16,0,0,15.662
931,32.103103,34.812089,10,10,0.63,110,11,11,10,138,100624,49:32.4,49:32.4,16,0,0,15.662
932,32.103103,34.812089,10,10,0.63,110,11,11,10,138,100726,49:32.5,49:32.5,16,0,0,15.662
933,32.103103,34.812089,10,10,0.5,110,11,11,10,138,100828,49:32.6,49:32.6,16,0,0,15.662
934,32.103104,34.812088,10,10,0.5,110,11,11,10,138,100931,49:32.7,49:32.7,16,0,0,15.662
935,32.103104,34.812088,10,10,0.5,110,11,11,10,138,101037,49:32.9,49:32.9,16,0,0,15.662
936,32.103104,34.812088,10,10,0.5,110,11,11,10,138,101139,49:33.0,49:33.0,16,0,0,15.662
937,32.103104,34.812088,10,10,0.45,110,11,11,10,138,101243,49:33.1,49:33.1,16,0,0,15.662
938,32.103105,34.812088,10,10,0.45,111,11,11,10,138,101349,49:33.2,49:33.2,16,0,0,15.662
939,32.103105,34.812088,10,10,0.45,111,11,11,10,138,101452,49:33.3,49:33.3,16,0,0,15.68
940,32.103105,34.812088,10,10,0.81,111,11,11,10,138,101557,49:33.4,49:33.4,16,0,0,15.68
941,32.103105,34.812089,10,10,1.3,111,11,11,10,138,101661,49:33.5,49:33.5,16,0,0,15.68
942,32.103106,34.812089,10,10,1.61,111,11,11,10,138,101763,49:33.6,49:33.6,16,0,0,15.68
943,32.103106,34.81209,10,10,2,111,11,11,10,138,101866,49:33.7,49:33.7,16,0,0,15.68
944,32.103107,34.812091,10,10,2.3,111,11,11,10,138,101969,49:33.8,49:33.8,16,0,0,15.68
945,32.103107,34.812092,10,10,2.61,111,11,11,10,138,102075,49:33.9,49:33.9,16,0,0,15.68
946,32.103108,34.812093,10,10,2.8,111,11,11,10,138,102180,49:34.0,49:34.0,16,0,0,15.68
947,32.103108,34.812094,10,10,3.11,111,11,11,10,138,102283,49:34.1,49:34.1,16,0,0,15.68
948,32.103109,34.812096,10,10,3.3,111,11,11,10,138,102387,49:34.2,49:34.2,16,0,0,15.68
949,32.10311,34.812097,10,10,3.61,111,11,11,10,138,102490,49:34.3,49:34.3,16,0,0,15.61
950,32.103111,34.812099,10,10,3.8,111,11,11,10,138,102596,49:34.4,49:34.4,16,0,0,15.61
951,32.103112,34.812101,10,10,4.11,111,11,11,10,138,102701,49:34.5,49:34.5,16,0,0,15.61
952,32.103113,34.812103,10,10,4.41,111,11,11,10,138,102808,49:34.6,49:34.6,16,0,0,15.61
953,32.103113,34.812105,10,10,4.61,111,11,11,10,138,102919,49:34.7,49:34.7,16,0,0,15.61
954,32.103115,34.812107,10,10,4.61,111,11,11,10,138,103025,49:34.8,49:34.8,16,0,0,15.61
955,32.103116,34.812109,10,10,4.61,111,11,11,10,138,103129,49:34.9,49:34.9,16,0,0,15.61
956,32.103117,34.812111,10,10,4.5,111,11,11,10,138,103234,49:35.0,49:35.0,16,0,0,15.61
957,32.103117,34.812113,10,10,4.41,111,11,11,10,138,103337,49:35.2,49:35.2,16,0,0,15.61
958,32.103118,34.812115,10,10,4.11,111,11,11,10,138,103447,49:35.3,49:35.3,16,0,0,15.61
959,32.103119,34.812117,10,10,3.82,111,11,11,10,138,103551,49:35.4,49:35.4,16,0,0,15.631
960,32.10312,34.81212,10,10,3.26,111,11,11,10,138,103676,49:35.5,49:35.5,16,0,0,15.631
961,32.103121,34.812122,10,10,3.2,111,11,11,10,138,103782,49:35.6,49:35.6,16,0,0,15.631
962,32.103121,34.812123,10,10,3.39,111,11,11,10,138,103886,49:35.7,49:35.7,16,0,0,15.631
963,32.103121,34.812127,10,10,3.58,111,11,11,10,138,104098,49:35.9,49:35.9,16,0,0,15.631
964,32.103121,34.812128,10,10,3.59,111,11,11,10,138,104207,49:36.0,49:36.0,16,0,0,15.631
965,32.103121,34.81213,10,10,3.86,110,11,11,10,138,104312,49:36.1,49:36.1,16,0,0,15.631
966,32.10312,34.812132,10,10,3.96,110,11,11,10,138,104417,49:36.2,49:36.2,16,0,0,15.631
967,32.10312,34.812134,10,10,4.24,110,11,11,10,138,104522,49:36.3,49:36.3,16,0,0,15.631
968,32.103119,34.812136,10,10,4.53,109,11,11,10,138,104636,49:36.4,49:36.4,16,0,0,15.631
969,32.103118,34.812138,10,10,4.91,109,11,11,10,138,104741,49:36.6,49:36.6,16,0,0,15.681
970,32.103117,34.81214,10,10,5.2,108,11,11,10,138,104848,49:36.7,49:36.7,16,0,0,15.681
971,32.103116,34.812142,10,10,5.5,107,11,11,10,138,104950,49:36.8,49:36.8,16,0,0,15.681
972,32.103115,34.812144,10,10,5.72,107,11,11,10,138,105054,49:36.9,49:36.9,16,0,0,15.681
973,32.103114,34.812147,10,10,5.83,106,11,11,10,138,105156,49:37.0,49:37.0,16,0,0,15.681
974,32.103112,34.812149,10,10,5.96,105,11,11,10,138,105260,49:37.1,49:37.1,16,0,0,15.681
975,32.103111,34.812151,10,10,6.27,104,11,11,10,138,105363,49:37.2,49:37.2,16,0,0,15.681
976,32.103107,34.812156,10,10,6.53,103,11,11,10,138,105468,49:37.3,49:37.3,16,0,0,15.681
977,32.103105,34.812159,10,10,6.85,102,11,11,10,138,105571,49:37.4,49:37.4,16,0,0,15.681
978,32.103103,34.812162,10,10,6.99,101,11,11,10,138,105674,49:37.5,49:37.5,16,0,0,15.681
979,32.103101,34.812164,10,10,7.3,100,11,11,10,138,105777,49:37.6,49:37.6,16,0,0,15.614
980,32.103099,34.812167,10,10,7.6,99,11,11,10,138,105882,49:37.7,49:37.7,16,0,0,15.614
981,32.103097,34.81217,10,10,7.77,98,11,11,10,138,105985,49:37.8,49:37.8,16,0,0,15.614
982,32.103095,34.812173,10,10,8.23,97,11,11,10,138,106088,49:37.9,49:37.9,16,0,0,15.614
983,32.103092,34.812176,10,10,8.38,96,11,11,10,138,106192,49:38.0,49:38.0,16,0,0,15.614
984,32.10309,34.812179,10,10,8.55,95,11,11,10,138,106299,49:38.1,49:38.1,16,0,0,15.614
985,32.103087,34.812182,10,10,8.7,94,11,11,10,138,106405,49:38.2,49:38.2,16,0,0,15.614
986,32.103085,34.812185,10,10,8.7,92,11,11,10,138,106510,49:38.3,49:38.3,16,0,0,15.614
987,32.103082,34.812188,10,10,8.86,91,11,11,10,138,106614,49:38.4,49:38.4,16,0,0,15.614
988,32.103079,34.812191,10,10,9.02,90,11,11,10,138,106719,49:38.5,49:38.5,16,0,0,15.614
989,32.103077,34.812194,10,10,9.17,89,11,11,10,138,106821,49:38.6,49:38.6,16,0,0,15.621
990,32.103074,34.812197,10,10,9.17,88,11,11,10,138,106927,49:38.7,49:38.7,16,0,0,15.621
991,32.103071,34.8122,10,10,9.17,87,11,11,10,138,107032,49:38.8,49:38.8,16,0,0,15.621
992,32.103069,34.812203,10,10,9.17,85,11,11,10,138,107145,49:39.0,49:39.0,16,0,0,15.621
993,32.103066,34.812207,10,10,9.02,84,11,11,10,138,107248,49:39.1,49:39.1,16,0,0,15.621
994,32.103063,34.81221,10,10,9.02,83,11,11,10,138,107351,49:39.2,49:39.2,16,0,0,15.621
995,32.103058,34.812216,10,10,9.02,81,11,11,10,138,107554,49:39.4,49:39.4,16,0,0,15.621
996,32.103055,34.812219,10,10,9.02,80,11,11,10,138,107659,49:39.5,49:39.5,16,0,0,15.621
997,32.10305,34.812225,10,10,8.7,78,11,11,10,138,107761,49:39.6,49:39.6,16,0,0,15.621
998,32.103045,34.81223,10,10,8.38,75,11,11,10,138,107965,49:39.8,49:39.8,16,0,0,15.621
999,32.103043,34.812233,10,10,7.75,75,11,11,10,138,108067,49:39.9,49:39.9,16,0,0,15.526
1000,32.103041,34.812235,10,10,7.12,74,11,11,10,138,108174,49:40.0,49:40.0,16,0,0,15.526
1001,32.103039,34.812238,10,10,6.49,73,11,11,10,138,108277,49:40.1,49:40.1,16,0,0,15.526
1002,32.103037,34.81224,10,10,6.64,72,11,11,10,138,108389,49:40.2,49:40.2,16,0,0,15.526
1003,32.103035,34.812242,10,10,6.65,71,11,11,10,138,108491,49:40.3,49:40.3,16,0,0,15.526
1004,32.103033,34.812244,10,10,6.67,71,11,11,10,138,108599,49:40.4,49:40.4,16,0,0,15.526
1005,32.103031,34.812247,10,10,6.71,70,11,11,10,138,108703,49:40.5,49:40.5,16,0,0,15.526
1006,32.10303,34.812249,10,10,6.95,69,11,11,10,138,108809,49:40.6,49:40.6,16,0,0,15.526
1007,32.103029,34.812252,10,10,7.02,69,11,11,10,138,108914,49:40.7,49:40.7,16,0,0,15.526
1008,32.103027,34.812255,10,10,6.83,68,11,11,10,138,109017,49:40.8,49:40.8,16,0,0,15.526
1009,32.103026,34.812257,10,10,6.64,68,11,11,10,138,109120,49:40.9,49:40.9,16,0,0,15.553
1010,32.103025,34.81226,10,10,6.14,67,11,11,10,138,109227,49:41.0,49:41.0,16,0,0,15.553
1011,32.103023,34.812262,10,10,5.96,67,11,11,10,138,109330,49:41.1,49:41.1,16,0,0,15.553
1012,32.103022,34.812264,10,10,5.34,66,11,11,10,138,109434,49:41.2,49:41.2,16,0,0,15.553
1013,32.103021,34.812266,10,10,4.65,66,11,11,10,138,109540,49:41.4,49:41.4,16,0,0,15.553
1014,32.10302,34.812268,10,10,4.53,66,11,11,10,138,109642,49:41.5,49:41.5,16,0,0,15.553
1015,32.103019,34.81227,10,10,4.22,65,11,11,10,138,109746,49:41.6,49:41.6,16,0,0,15.553
1016,32.103019,34.812271,10,10,3.91,65,11,11,10,138,109849,49:41.7,49:41.7,16,0,0,15.553
1017,32.103018,34.812273,11,11,3.61,65,11,11,10,138,109951,49:41.8,49:41.8,16,0,0,15.553
1018,32.103017,34.812274,11,11,3.41,65,11,11,10,138,110054,49:41.9,49:41.9,16,0,0,15.553
1019,32.103017,34.812277,11,11,2.83,65,11,11,10,138,110257,49:42.1,49:42.1,16,0,0,15.603
1020,32.103016,34.812278,11,11,2.5,65,11,11,10,138,110367,49:42.2,49:42.2,16,0,0,15.603
1021,32.103016,34.81228,11,11,1.79,65,11,11,10,138,110470,49:42.3,49:42.3,16,0,0,15.603
1022,32.103017,34.812281,11,11,1.57,65,11,11,10,138,110573,49:42.4,49:42.4,16,0,0,15.603
1023,32.103017,34.812282,11,11,1.12,65,11,11,10,138,110778,49:42.6,49:42.6,16,0,0,15.603
1024,32.103018,34.812282,11,11,1.12,65,11,11,10,138,110880,49:42.7,49:42.7,16,0,0,15.603
1025,32.103018,34.812282,11,11,1.36,65,11,11,10,138,110983,49:42.8,49:42.8,16,0,0,15.603
1026,32.103019,34.812282,11,11,1.8,66,11,11,10,138,111088,49:42.9,49:42.9,16,0,0,15.603
1027,32.10302,34.812282,11,11,2.01,66,11,11,10,138,111191,49:43.0,49:43.0,16,0,0,15.603
1028,32.103023,34.812281,11,11,2.69,67,11,11,10,138,111394,49:43.2,49:43.2,16,0,0,15.603
1029,32.103024,34.812281,11,11,2.94,67,11,11,10,138,111498,49:43.3,49:43.3,16,0,0,15.603
1030,32.103026,34.81228,11,11,3.2,68,11,11,10,138,111609,49:43.4,49:43.4,16,0,0,15.603
1031,32.103027,34.81228,11,11,3.26,68,11,11,10,138,111713,49:43.5,49:43.5,16,0,0,15.603
1032,32.103029,34.812279,11,11,3.47,69,11,11,10,138,111821,49:43.6,49:43.6,16,0,0,15.603
1033,32.10303,34.812279,11,11,3.69,69,11,11,10,138,111924,49:43.7,49:43.7,16,0,0,15.603
1034,32.103032,34.812278,11,11,3.96,70,11,11,10,138,112027,49:43.8,49:43.8,16,0,0,15.603
1035,32.103034,34.812277,11,11,4.18,71,11,11,10,138,112130,49:43.9,49:43.9,16,0,0,15.603
1036,32.103036,34.812276,11,11,4.46,71,11,11,10,138,112238,49:44.1,49:44.1,16,0,0,15.603
1037,32.103037,34.812276,11,11,4.46,72,11,11,10,138,112343,49:44.2,49:44.2,16,0,0,15.603
1038,32.103039,34.812275,11,11,4.46,73,11,11,10,138,112446,49:44.3,49:44.3,16,0,0,15.603
1039,32.103041,34.812274,11,11,4.46,73,11,11,10,138,112548,49:44.4,49:44.4,16,0,0,15.639
1040,32.103043,34.812273,11,11,4.74,74,11,11,10,138,112655,49:44.5,49:44.5,16,0,0,15.639
1041,32.103045,34.812272,11,11,4.74,75,11,11,10,138,112759,49:44.6,49:44.6,16,0,0,15.639
1042,32.103047,34.812271,11,11,4.74,76,11,11,10,138,112861,49:44.7,49:44.7,16,0,0,15.639
1043,32.103051,34.812269,11,11,4.82,77,11,11,10,138,112970,49:44.8,49:44.8,16,0,0,15.639
1044,32.103053,34.812268,11,11,4.82,78,11,11,10,138,113074,49:44.9,49:44.9,16,0,0,15.639
1045,32.103055,34.812267,11,11,4.74,78,11,11,10,138,113179,49:45.0,49:45.0,16,0,0,15.639
1046,32.103057,34.812266,11,11,4.53,79,11,11,10,138,113282,49:45.1,49:45.1,16,0,0,15.639
1047,32.10306,34.812264,11,11,4.32,80,11,11,10,138,113485,49:45.3,49:45.3,16,0,0,15.639
1048,32.103062,34.812263,11,11,4.41,81,11,11,10,138,113588,49:45.4,49:45.4,16,0,0,15.639
1049,32.103064,34.812262,11,11,4.2,82,11,11,10,138,113691,49:45.5,49:45.5,16,0,0,15.733
1050,32.103065,34.812261,10,10,4.3,82,11,11,10,138,113801,49:45.6,49:45.6,16,0,0,15.733
1051,32.103067,34.81226,10,10,4.11,83,11,11,10,138,113906,49:45.7,49:45.7,16,0,0,15.733
1052,32.103068,34.812259,10,10,4.11,83,11,11,10,138,114010,49:45.8,49:45.8,16,0,0,15.733
1053,32.10307,34.812258,10,10,4.11,84,11,11,10,138,114114,49:45.9,49:45.9,16,0,0,15.733
1054,32.103071,34.812257,10,10,4.22,84,11,11,10,138,114217,49:46.0,49:46.0,16,0,0,15.733
1055,32.103073,34.812256,10,10,4.22,85,11,11,10,138,114325,49:46.1,49:46.1,16,0,0,15.733
1056,32.103074,34.812254,10,10,4.22,85,11,11,10,138,114428,49:46.2,49:46.2,16,0,0,15.733
1057,32.103076,34.812253,10,10,4.03,86,11,11,10,138,114532,49:46.3,49:46.3,16,0,0,15.733
1058,32.103077,34.812252,10,10,4.03,86,11,11,10,138,114634,49:46.4,49:46.4,16,0,0,15.733
1059,32.103078,34.812251,10,10,3.72,87,11,11,10,138,114737,49:46.6,49:46.6,16,0,0,15.775
1060,32.103079,34.81225,10,10,3.72,87,11,11,10,138,114845,49:46.7,49:46.7,16,0,0,15.775
1061,32.103081,34.812249,10,10,3.72,88,11,11,10,138,114947,49:46.8,49:46.8,16,0,0,15.775
1062,32.103082,34.812248,10,10,3.72,88,11,11,10,138,115050,49:46.9,49:46.9,16,0,0,15.775
1063,32.103085,34.812245,9,9,3.54,89,11,11,10,138,115253,49:47.1,49:47.1,16,0,0,15.775
1064,32.103086,34.812244,9,9,3.54,90,11,11,10,138,115356,49:47.2,49:47.2,16,0,0,15.775
1065,32.103087,34.812243,9,9,3.54,90,11,11,10,138,115460,49:47.3,49:47.3,16,0,0,15.775
1066,32.103088,34.812242,9,9,3.54,91,11,11,10,138,115562,49:47.4,49:47.4,16,0,0,15.775
1067,32.103089,34.812241,9,9,3.36,91,11,11,10,138,115666,49:47.5,49:47.5,16,0,0,15.775
1068,32.10309,34.81224,9,9,3.36,91,11,11,10,138,115771,49:47.6,49:47.6,16,0,0,15.775
1069,32.103091,34.812239,9,9,3.36,92,11,11,10,138,115874,49:47.7,49:47.7,16,0,0,15.697
1070,32.103093,34.812237,9,9,3.18,93,11,11,10,138,115980,49:47.8,49:47.8,16,0,0,15.697
1071,32.103095,34.812236,9,9,3.18,93,11,11,10,138,116084,49:47.9,49:47.9,16,0,0,15.697
1072,32.103096,34.812235,9,9,3.18,94,11,11,10,138,116187,49:48.0,49:48.0,16,0,0,15.697
1073,32.103097,34.812234,9,9,3.18,94,11,11,10,138,116289,49:48.1,49:48.1,16,0,0,15.697
1074,32.103098,34.812232,9,9,3.01,94,11,11,10,138,116392,49:48.2,49:48.2,16,0,0,15.697
1075,32.103099,34.812231,9,9,3.01,95,11,11,10,138,116495,49:48.3,49:48.3,16,0,0,15.697
1076,32.103099,34.81223,9,9,3.01,95,11,11,10,138,116597,49:48.4,49:48.4,16,0,0,15.697
1077,32.1031,34.812229,9,9,3.01,95,11,11,10,138,116700,49:48.5,49:48.5,16,0,0,15.697
1078,32.103101,34.812228,9,9,3.01,96,11,11,10,138,116803,49:48.6,49:48.6,16,0,0,15.697
1079,32.103102,34.812227,9,9,3.01,96,11,11,10,138,116907,49:48.7,49:48.7,16,0,0,15.656
1080,32.103103,34.812226,9,9,3.18,97,11,11,10,138,117016,49:48.8,49:48.8,16,0,0,15.656
1081,32.103104,34.812225,9,9,3.18,97,11,11,10,138,117120,49:48.9,49:48.9,16,0,0,15.656
1082,32.103105,34.812224,8,8,3.18,97,11,11,10,138,117222,49:49.0,49:49.0,16,0,0,15.656
1083,32.103108,34.812222,8,8,3.36,98,11,11,10,138,117425,49:49.2,49:49.2,16,0,0,15.656
1084,32.103109,34.81222,8,8,3.36,99,11,11,10,138,117528,49:49.3,49:49.3,16,0,0,15.656
1085,32.10311,34.812219,8,8,3.49,99,11,11,10,138,117634,49:49.4,49:49.4,16,0,0,15.656
1086,32.103111,34.812218,8,8,3.67,100,11,11,10,138,117739,49:49.6,49:49.6,16,0,0,15.656
1087,32.103112,34.812217,8,8,3.67,100,11,11,10,138,117841,49:49.7,49:49.7,16,0,0,15.656
1088,32.103115,34.812214,8,8,3.98,101,11,11,10,138,118045,49:49.9,49:49.9,16,0,0,15.656
1089,32.103116,34.812213,8,8,4.16,102,11,11,10,138,118147,49:50.0,49:50.0,16,0,0,15.664
1090,32.103118,34.812212,8,8,4.3,102,11,11,10,138,118254,49:50.1,49:50.1,16,0,0,15.664
1091,32.103119,34.81221,8,8,4.47,103,11,11,10,138,118358,49:50.2,49:50.2,16,0,0,15.664
1092,32.103122,34.812207,8,8,4.79,104,11,11,10,138,118561,49:50.4,49:50.4,16,0,0,15.664
1093,32.103124,34.812206,8,8,5.1,105,11,11,10,138,118664,49:50.5,49:50.5,16,0,0,15.664
1094,32.103126,34.812204,8,8,5.1,106,11,11,10,138,118772,49:50.6,49:50.6,16,0,0,15.664
1095,32.103129,34.812201,8,8,5.42,107,11,11,10,138,118877,49:50.7,49:50.7,16,0,0,15.664
1096,32.103131,34.812199,8,8,5.39,108,11,11,10,138,118980,49:50.8,49:50.8,16,0,0,15.664
1097,32.103133,34.812197,8,8,5.07,108,11,11,10,138,119086,49:50.9,49:50.9,16,0,0,15.664
1098,32.103134,34.812196,8,8,4.59,109,11,11,10,138,119189,49:51.0,49:51.0,16,0,0,15.664
1099,32.103136,34.812194,8,8,3.96,110,11,11,10,138,119291,49:51.1,49:51.1,16,0,0,15.703
1100,32.103137,34.812193,9,9,3.64,110,11,11,10,138,119397,49:51.2,49:51.2,16,0,0,15.703
1101,32.103138,34.812192,9,9,3.01,111,11,11,10,138,119501,49:51.3,49:51.3,16,0,0,15.703
1102,32.103139,34.812191,9,9,2.53,111,11,11,10,138,119604,49:51.4,49:51.4,16,0,0,15.703
1103,32.103139,34.81219,9,9,1.75,111,11,11,10,138,119706,49:51.5,49:51.5,16,0,0,15.703
1104,32.10314,34.812189,9,9,1.43,112,11,11,10,138,119809,49:51.6,49:51.6,16,0,0,15.703
1105,32.10314,34.812189,9,9,1.12,112,11,11,10,138,119912,49:51.7,49:51.7,16,0,0,15.703
1106,32.10314,34.812188,9,9,1.2,112,11,11,10,138,120015,49:51.8,49:51.8,16,0,0,15.703
1107,32.10314,34.812187,9,9,1.2,112,11,11,10,138,120117,49:51.9,49:51.9,16,0,0,15.703
1108,32.10314,34.812187,9,9,1.14,112,11,11,10,138,120221,49:52.0,49:52.0,16,0,0,15.703
1109,32.10314,34.812186,9,9,1.12,112,11,11,10,138,120324,49:52.1,49:52.1,16,0,0,15.69
1110,32.10314,34.812186,9,9,0.89,112,11,11,10,138,120435,49:52.2,49:52.2,16,0,0,15.69
1111,32.10314,34.812185,9,9,0.89,112,11,11,10,138,120538,49:52.4,49:52.4,16,0,0,15.69
1112,32.10314,34.812185,9,9,0.67,112,11,11,10,138,120640,49:52.5,49:52.5,16,0,0,15.69
1113,32.10314,34.812184,9,9,0.71,112,11,11,10,138,120743,49:52.6,49:52.6,16,0,0,15.69
1114,32.103139,34.812184,9,9,0.63,112,11,11,10,138,120846,49:52.7,49:52.7,16,0,0,15.69
1115,32.103139,34.812184,8,8,0.63,112,11,11,10,138,120950,49:52.8,49:52.8,16,0,0,15.69
1116,32.103139,34.812184,8,8,0.63,111,11,11,10,138,121052,49:52.9,49:52.9,16,0,0,15.69
1117,32.103138,34.812184,9,9,0.5,111,11,11,10,138,121154,49:53.0,49:53.0,16,0,0,15.69
1118,32.103138,34.812183,9,9,0.71,111,11,11,10,138,121257,49:53.1,49:53.1,16,0,0,15.69
1119,32.103137,34.812183,9,9,0.45,111,11,11,10,138,121360,49:53.2,49:53.2,16,0,0,15.414
1120,32.103137,34.812183,9,9,0.71,111,11,11,10,138,121465,49:53.3,49:53.3,16,0,0,15.414
1121,32.103137,34.812183,9,9,0.67,111,11,11,10,138,121568,49:53.4,49:53.4,16,0,0,15.414
1122,32.103136,34.812183,9,9,0.71,111,11,11,10,138,121670,49:53.5,49:53.5,16,0,0,15.414
1123,32.103136,34.812183,9,9,0.67,111,11,11,10,138,121773,49:53.6,49:53.6,16,0,0,15.414
1124,32.103135,34.812183,9,9,0.45,110,11,11,10,138,121876,49:53.7,49:53.7,16,0,0,15.414
1125,32.103135,34.812183,9,9,0.45,110,11,11,10,138,121979,49:53.8,49:53.8,16,0,0,15.414
1126,32.103135,34.812183,9,9,0.22,110,11,11,10,138,122087,49:53.9,49:53.9,16,0,0,15.414
1127,32.103135,34.812183,9,9,0.22,110,11,11,10,138,122190,49:54.0,49:54.0,16,0,0,15.414
1128,32.103135,34.812183,9,9,0.22,110,11,11,10,138,122293,49:54.1,49:54.1,16,0,0,15.414
1129,32.103135,34.812182,9,9,0.22,110,11,11,10,138,122396,49:54.2,49:54.2,16,0,0,15.422
1130,32.103135,34.812182,9,9,0.45,110,11,11,10,138,122503,49:54.3,49:54.3,16,0,0,15.422
1131,32.103134,34.812182,9,9,0.22,110,11,11,10,138,122609,49:54.4,49:54.4,16,0,0,15.422
1132,32.103134,34.812182,9,9,0.22,110,11,11,10,138,122711,49:54.5,49:54.5,16,0,0,15.422
1133,32.103134,34.812182,9,9,0.32,110,11,11,10,138,122814,49:54.6,49:54.6,16,0,0,15.422
1134,32.103134,34.812182,9,9,0.45,110,11,11,10,138,122917,49:54.7,49:54.7,16,0,0,15.422
1135,32.103134,34.812182,9,9,0.45,110,11,11,10,138,123021,49:54.8,49:54.8,16,0,0,15.422
1136,32.103134,34.812181,9,9,0.45,110,11,11,10,138,123124,49:54.9,49:54.9,16,0,0,15.422
1137,32.103134,34.812182,9,9,0.5,110,11,11,10,138,123229,49:55.0,49:55.0,16,0,0,15.422
1138,32.103133,34.812182,9,9,0.63,110,11,11,10,138,123332,49:55.1,49:55.1,16,0,0,15.422
1139,32.103133,34.812182,9,9,0.5,110,11,11,10,138,123434,49:55.2,49:55.2,16,0,0,15.6
1140,32.103133,34.812182,9,9,0.71,110,11,11,10,138,123540,49:55.4,49:55.4,16,0,0,15.6
1141,32.103133,34.812182,8,8,0.71,110,11,11,10,138,123642,49:55.5,49:55.5,16,0,0,15.6
1142,32.103133,34.812183,8,8,0.92,110,11,11,10,138,123745,49:55.6,49:55.6,16,0,0,15.6
1143,32.103133,34.812183,8,8,0.92,110,11,11,10,138,123851,49:55.7,49:55.7,16,0,0,15.6
1144,32.103133,34.812184,8,8,1.12,109,11,11,10,138,123953,49:55.8,49:55.8,16,0,0,15.6
1145,32.103133,34.812184,9,9,1.34,109,11,11,10,138,124057,49:55.9,49:55.9,16,0,0,15.6
1146,32.103133,34.812185,9,9,1.57,109,11,11,10,138,124161,49:56.0,49:56.0,16,0,0,15.6
1147,32.103133,34.812186,9,9,1.79,109,11,11,10,138,124269,49:56.1,49:56.1,16,0,0,15.6
1148,32.103133,34.812188,9,9,2.01,109,11,11,10,138,124372,49:56.2,49:56.2,16,0,0,15.6
1149,32.103133,34.81219,9,9,2.46,109,11,11,10,138,124575,49:56.4,49:56.4,16,0,0,15.573
1150,32.103133,34.812192,8,8,2.46,109,11,11,10,138,124681,49:56.5,49:56.5,16,0,0,15.573
1151,32.103133,34.812193,9,9,2.68,109,11,11,10,138,124783,49:56.6,49:56.6,16,0,0,15.573
1152,32.103133,34.812194,9,9,2.91,109,11,11,10,138,124886,49:56.7,49:56.7,16,0,0,15.573
1153,32.103133,34.812196,8,8,3.13,109,11,11,10,138,124989,49:56.8,49:56.8,16,0,0,15.573
1154,32.103133,34.812197,9,9,3.36,109,11,11,10,138,125092,49:56.9,49:56.9,16,0,0,15.573
1155,32.103133,34.812199,9,9,3.36,109,11,11,10,138,125198,49:57.0,49:57.0,16,0,0,15.573
1156,32.103133,34.812201,9,9,3.39,109,11,11,10,138,125304,49:57.1,49:57.1,16,0,0,15.573
1157,32.103133,34.812202,9,9,3.42,109,11,11,10,138,125408,49:57.2,49:57.2,16,0,0,15.573
1158,32.103134,34.812204,9,9,3.47,109,11,11,10,138,125510,49:57.3,49:57.3,16,0,0,15.573
1159,32.103134,34.812206,9,9,3.54,109,11,11,10,138,125614,49:57.4,49:57.4,16,0,0,15.581
1160,32.103135,34.812207,9,9,3.82,109,11,11,10,138,125720,49:57.5,49:57.5,16,0,0,15.581
1161,32.103136,34.812209,9,9,4,109,11,11,10,138,125824,49:57.6,49:57.6,16,0,0,15.581
1162,32.103137,34.812211,9,9,4.22,109,11,11,10,138,125926,49:57.7,49:57.7,16,0,0,15.581
1163,32.103138,34.812213,9,9,4.53,110,11,11,10,138,126029,49:57.8,49:57.8,16,0,0,15.581
