RelativeTime;CenterBattery.LastStudyCycle;CenterBattery.TotalStudyCycle;CenterBattery.ConnectionStatus;CenterBattery.Temperature;CenterBattery.ProductDate;CenterBattery.SerialNumber;CenterBattery.Current;CenterBattery.ErrorType;CenterBattery.LoopNum;CenterBattery.Life;CenterBattery.FullCapacity;CenterBattery.CurrentCapacity;CenterBattery.CurrentPV;CenterBattery.RelativeCapacity;Recover.BatterySerialNumber;Recover.RemoteSerialNumber;Recover.CameraSerialNumber;Recover.ActiveTime;Recover.PlaneName;Recover.FlyControllerSerialNumber;Recover.AppVersion;Recover.AppType;Recover.DroneType;Custom.UpdateTime;Custom.Distance;Custom.HSpeed;Custom.IsVideo;Custom.IsPhoto;Custom.Timestamp;Deform.DeformProtected;Deform.TripodStatus;Deform.DeformMode;Gimbal.YawAngle;Gimbal.RollAdjust;Gimbal.Mode;Gimbal.Yaw;Gimbal.Roll;Gimbal.Pitch;Home.Height;Home.Latitude;Home.Longitude;Home.GoHomeHeight;Home.ReachedLimitHeight;Home.ReachedLimitDistance;Home.IsMultipleModeOpen;Home.IsIOCEnabled;Home.IsHomeRecord;Home.IsDynamicHomePointEnable;Home.IsCompassCeleing;Home.IsBeginnerMode;Home.HasGoHome;Home.IOCMode;Home.GoHomeStatus;Home.GoHomeMode;Home.CompassCeleStatus;Home.AirCraftHeadDirection;Osd.FlycVersion;Osd.MotorRevolution;Osd.FlyTime;Osd.SwaveHeight;Osd.Battery;Osd.NonGpsCause;Osd.MotorFailCause;Osd.MotorFailed;Osd.FlightAction;Osd.GpsNum;Osd.CanIOCWork;Osd.IsVisionUsed;Osd.IsSwaveWork;Osd.IsMotorUp;Osd.IsImuPreheated;Osd.GroundOrSky;Osd.ModeChannel;Osd.GoHomeStatus;Osd.CompassError;Osd.FlycCommand;Osd.RcState;Osd.FlycState;Osd.Yaw;Osd.Roll;Osd.Pitch;Osd.ZSpeed;Osd.YSpeed;Osd.XSpeed;Osd.Height;Osd.Latitude;Osd.Longitude;Osd.VoltageWarning;Osd.NonGpsCauseRaw;Rc.Custom2Status;Rc.Custom1Status;Rc.ShutterStatus;Rc.RecordStatus;Rc.GyroValue;Rc.Rudder;Rc.Throttle;Rc.Elevator;Rc.Aileron;RcGps.GpsStatus;RcGps.GpsNum;RcGps.YSpeed;RcGps.XSpeed;RcGps.Longitude;RcGps.Latitude;SmartBattery.Battery;SmartBattery.Voltage;SmartBattery.GoHomeCountDown;SmartBattery.SmartGoHomeStatus;SmartBattery.BatteryStatus;SmartBattery.VolumeConsume;SmartBattery.SafeFlyRadius;SmartBattery.LandBattery;SmartBattery.GoHomeBattery;SmartBattery.LandTime;SmartBattery.GoHomeTime;SmartBattery.UsefulTime;AppTip.Text;AppWarn.Text
0;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:49 AM;0;2;0;0;1443690589775;;;;0;0;YawFollow;-785;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:00;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037850023697;34.8132273069588;0;0;0;0;False;False;1024;1684;364;364;364;False;0;0;0;0;0;;;;;;;;;;;;;;
0.093;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:49 AM;0.001596492;2;0;0;1443690589868;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.1000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037850162792;34.8132273025933;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.194;0;0;Normal;30.51;7/1/2015 12:00:00 AM;456;-1082;-2147483648;13;100;4385;4165;16.936;95;;;;;;;;;;10/1/2015 9:09:49 AM;0.02645572;2;0;0;1443690589969;True;FoldComplete;Protect;;;;;;;20.45674;32.1037852202863;34.8132273375532;30;False;False;False;False;True;False;False;False;False;CourseLock;0;1;0;1;6;1;00:00:00.2000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037852371821;34.8132273474745;0;0;;;;;;;;;;;;;;;;95;17.105;0;NonGohome;None;0;0;10;16;0;24;0;;
0.426;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.07522389;2;0;0;1443690590201;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.3000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;28;-83;0;0;2;0;32.1037848016245;34.8132272759304;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.431;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.09823008;2;0;0;1443690590206;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.4000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;28;-83;0;0;2;0;32.1037850066734;34.8132273130669;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.493;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.1010004;2;0;0;1443690590268;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.5000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037850307485;34.8132273209068;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.592;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.114899;2;0;0;1443690590367;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.6000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037849075646;34.8132272937223;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.693;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.116116;2;0;0;1443690590468;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.7000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037848984842;34.8132272864801;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.797;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.1391973;2;0;0;1443690590572;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.8000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037851038186;34.8132273265558;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.898;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.1408172;2;0;0;1443690590673;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:00.9000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037851184031;34.8132273275397;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.996;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.1570856;2;0;0;1443690590771;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037849729825;34.8132273047458;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.092;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:50 AM;0.1665139;2;0;0;1443690590867;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.1000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.1037849909805;34.8132272071195;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.194;0;0;Normal;30.51;7/1/2015 12:00:00 AM;456;-1066;-2147483648;13;100;4385;4165;16.938;95;;;;;;;;;;10/1/2015 9:09:50 AM;0.1912868;2;0;0;1443690590969;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.2000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-830;29;-83;0;0;2;0;32.103785211937;34.8132272458657;0;0;;;;;;;;;;;;;;;;95;16.989;0;NonGohome;None;0;0;10;16;0;24;0;;
1.293;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.2278894;2;0;0;1443690591068;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.3000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-84;0;0;2;0;32.103784887525;34.8132271742873;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.393;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.252376;2;0;0;1443690591168;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.4000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-84;0;0;2;0;32.1037851055253;34.8132272156233;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.5;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.262171;2;0;0;1443690591275;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.5000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-83;0;0;2;0;32.1037851063572;34.8132273193941;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.597;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.278905;2;0;0;1443690591372;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.6000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-83;0;0;2;0;32.1037849562595;34.8132273010371;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.695;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.2882616;2;0;0;1443690591470;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;00:00:01.7000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-81;0;0;2;0;32.1037849578238;34.8132272019242;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.793;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.312562;2;0;0;1443690591568;;;;0;0;YawFollow;-786;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:01.8000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-81;0;0;2;0;32.1037851744528;34.8132272408095;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.894;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.3461428;2;0;0;1443690591669;;;;0;0;YawFollow;-785;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:01.9000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;GpsAtti;-831;28;-82;0;0;2;0;32.103784876254;34.8132271788061;0;0;0;0;False;False;1024;1324;718;1024;1024;;;;;;;;;;;;;;;;;;;;
1.993;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.3712972;2;0;0;1443690591768;;;;0;0;YawFollow;-792;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:02;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;AssistedTakeoff;-831;28;-81;0;0;2;0;32.1037851005268;34.8132272188149;0;0;0;0;False;False;1024;1024;1024;1024;1025;;;;;;;;;;;;;;;;;;;"Tips__RC Assisted Takeoff";
2.095;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:51 AM;0.3740736;1;0;0;1443690591870;;;;0;0;YawFollow;-809;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:02.1000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;AssistedTakeoff;-830;23;-68;0;0;1;0;32.1037850799509;34.8132272355747;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.196;0;0;Normal;30.51;7/1/2015 12:00:00 AM;456;-1177;-2147483648;13;100;4385;4165;16.921;95;;;;;;;;;;10/1/2015 9:09:51 AM;0.3925903;2;0;0;1443690591971;;;;0;0;YawFollow;-815;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:02.2000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;AssistedTakeoff;-830;23;-58;0;0;2;0;32.1037849132106;34.8132272461946;0;0;0;0;False;False;1024;1024;1024;1024;1024;;;;;;;95;16.878;0;NonGohome;None;0;0;10;16;0;23;0;;
2.302;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:52 AM;0.3952305;2;0;0;1443690592077;;;;0;0;YawFollow;-818;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:02.3000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;AssistedTakeoff;-830;24;-71;0;0;2;0;32.1037849329936;34.8132272306301;0;0;0;0;False;False;1024;1024;1024;1024;1025;;;;;;;;;;;;;;;;;;;;
2.395;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:52 AM;0.4194985;2;0;0;1443690592170;;;;0;0;YawFollow;-820;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:02.4000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;AssistedTakeoff;-830;25;-73;0;0;2;0;32.1037851503655;34.8132272604686;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.493;;;;;;;;;;;;;;;;;;;;;;;;10/1/2015 9:09:52 AM;0.4495349;2;0;0;1443690592268;;;;0;0;YawFollow;-822;0;-37;;;;;;;;;;;;;;;;;;;6;1;00:00:02.5000000;0;69;None;None;False;RcAssistantTakeoff;17;False;False;True;True;True;0;1;0;False;Calibration;0;AssistedTakeoff;-830;24;-66;0;0;2;0;32.1037848797891;34.8132272456652;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
