,0,1
0,65.19077168221088,43.28616370781191
1,65.17496662442309,43.337552003854604
2,65.13798963894146,43.34737980620673
3,64.99736849590931,43.183384397238456
4,64.9899861976956,43.31637758683529
5,65.10707696002606,43.60828184128233
6,65.15532940538391,43.68068434246197
7,65.04606030317304,43.611308882497546
8,64.58637519454808,43.507123915670974
9,64.10112618324446,43.39836744130644
10,63.87516114563547,43.40447865455336
11,63.74842307284975,43.44428639443874
12,63.06508010993639,43.54919187321116
13,62.274097060033284,43.62477583148561
14,62.24811235497896,43.69787019395943
15,62.40939977786297,43.690722954465855
16,62.31413537436639,43.61558917022674
17,62.17027438321705,43.39936533241939
18,62.12540969618985,43.210842756558066
19,61.870123159953515,43.24710906023673
20,61.04365458796224,43.843380888404226
21,60.228351021862636,44.56775551417991
22,59.39946039319466,46.17005969341411
23,59.1841219217315,46.63891492228345
24,58.8402366702212,47.418192580295226
25,58.47626135810913,47.794569826820066
26,57.961831155596755,47.936312534549835
27,56.57419947795006,48.34588685227459
28,55.63648052542034,48.72339586236131
29,54.491038021037895,49.25865833358658
30,53.64456419293617,49.81904359915745
31,52.95034322661726,50.342524165240356
32,51.92978418744332,50.947000956469424
33,51.17800899306246,51.23642313222376
34,50.315592808871656,51.42248864324017
35,49.67717215443991,51.37862920352947
36,49.10024874362762,51.183271293986365
37,48.36418904980988,51.478226290235796
38,47.35905008388386,52.32536557130629
39,46.785628985972494,52.77065928027014
40,46.598127902244514,52.93055512017494
41,46.640165993920846,53.10733523508304
42,46.8248803665953,53.41405748010194
43,47.38236872628673,54.366234104786706
44,48.046297230968094,55.61020729125232
45,48.82541637599047,56.96553411524974
46,49.28735989666835,57.891881628080455
47,49.7897011859294,58.39825472818916
48,50.72463731994819,58.72932113469965
49,52.414200253991794,58.71755809025103
50,54.45457499355655,58.34279188627889
51,56.72326076427857,57.8308950325537
52,58.85916895785215,57.42363354130475
53,60.03700658297362,57.39164786312756
54,60.849305409931276,57.497732189233375
55,61.25153063685218,57.64927110121221
56,61.26415149662674,57.71128333028249
57,61.150184143912156,57.7005747842918
58,61.118318737953814,57.64899609829399
59,61.2368989619938,57.5712795101424
60,61.530430417917614,57.637265411187855
61,61.92995799325887,57.96490419811562
62,62.060794283169685,58.18527473842039
63,61.91491996005993,58.069405375644266
64,61.91749607245001,57.71293279135392
65,62.3000933268969,57.23622914423743
66,62.96997560895079,56.8011466542373
67,63.86755037880221,56.54849907521964
68,64.67373493319113,56.61404794905265
69,65.48070706692499,56.750153423337224
70,66.40967008699761,56.36897705414867
71,67.43505436794806,55.683495990237475
72,68.48201717239988,55.02985323637688
73,69.51864107618277,54.71247575892235
74,70.25971438089584,54.79647267414123
75,70.62037808594823,54.93083892325501
76,70.55776104662768,54.97946801145619
77,70.38346801999344,54.91645582438309
78,70.3364343110814,54.798630764610024
79,70.44676930703986,54.71875932215653
