F02765408A10,001406083c50
-90
f02765408a10,1443625649387.917969,"[-75, -76, -76, -77, -75, -70, -78, -74]",7
f02765408a10,1443625649745.050049,"[-65, -63, -64, -57, -68, -67, -71, -65]",7
f02765408a10,1443625649815.041016,"[-76, -73, -71, -77, -76, -68, -62, -75]",7
f02765408a10,1443625649818.547119,"[-56, -53, -59, -47, -49, -58, -46, -45]",7
f02765408a10,1443625649882.795898,"[-49, -51, -55, -44, -45, -60, -44, -44]",7
f02765408a10,1443625649954.834961,"[-75, -71, -72, -79, -76, -66, -74, -74]",7
f02765408a10,1443625650490.704102,"[-53, -58, -67, -46, -49, -69, -46, -46]",7
f02765408a10,1443625650506.998047,"[-58, -63, -70, -47, -54, -73, -48, -47]",7
f02765408a10,1443625650523.254883,"[-70, -68, -76, -56, -64, -72, -56, -54]",7
f02765408a10,1443625650531.049072,"[-67, -65, -73, -53, -61, -68, -54, -52]",7
f02765408a10,1443625650539.187988,"[-67, -65, -73, -54, -62, -69, -54, -52]",7
f02765408a10,1443625650658.731934,"[-58, -63, -69, -47, -53, -71, -48, -47]",7
f02765408a10,1443625650674.691895,"[-58, -64, -70, -47, -54, -74, -48, -48]",7
f02765408a10,1443625650682.664062,"[-66, -65, -70, -53, -61, -68, -54, -52]",7
f02765408a10,1443625650818.825928,"[-58, -62, -72, -47, -53, -72, -48, -47]",7
f02765408a10,1443625651211.129883,"[-59, -64, -73, -47, -54, -69, -48, -48]",7
f02765408a10,1443625651226.736084,"[-59, -64, -73, -47, -54, -69, -48, -48]",7
f02765408a10,1443625651426.004883,"[-67, -67, -70, -55, -61, -69, -54, -52]",7
f02765408a10,1443625651523.127930,"[-59, -63, -72, -47, -54, -67, -48, -48]",7
f02765408a10,1443625651530.642090,"[-74, -78, -87, -59, -68, -81, -61, -61]",7
f02765408a10,1443625651548.228027,"[-67, -66, -70, -55, -61, -69, -54, -52]",7
f02765408a10,1443625651751.343018,"[-66, -65, -74, -54, -61, -70, -54, -52]",7
f02765408a10,1443625651854.553955,"[-73, -73, -74, -69, -84, -83, -86, -80]",7
f02765408a10,1443625651874.842041,"[-59, -61, -72, -47, -54, -69, -48, -48]",7
f02765408a10,1443625651935.797119,"[-68, -66, -74, -54, -63, -69, -55, -53]",7
f02765408a10,1443625652034.725098,"[-59, -61, -70, -47, -54, -70, -48, -48]",7
f02765408a10,1443625652243.812012,"[-64, -64, -70, -51, -61, -68, -52, -50]",7
f02765408a10,1443625652555.025879,"[-58, -64, -69, -47, -54, -68, -48, -48]",7
f02765408a10,1443625652562.924072,"[-66, -66, -72, -54, -61, -68, -54, -52]",7
f02765408a10,1443625653972.047119,"[-66, -63, -76, -52, -59, -70, -53, -50]",7
f02765408a10,1443625655161.128906,"[-69, -65, -68, -54, -57, -72, -52, -49]",7
f02765408a10,1443625655318.356934,"[-59, -63, -71, -47, -54, -68, -49, -48]",7
f02765408a10,1443625655611.612061,"[-67, -63, -71, -53, -57, -67, -51, -49]",7
f02765408a10,1443625656019.679932,"[-68, -63, -69, -55, -57, -68, -51, -49]",7
f02765408a10,1443625656027.073975,"[-59, -62, -70, -48, -53, -70, -48, -48]",7
f02765408a10,1443625656042.978027,"[-59, -62, -70, -48, -53, -69, -48, -48]",7
f02765408a10,1443625656059.107910,"[-57, -61, -68, -47, -52, -68, -47, -47]",7
f02765408a10,1443625656066.977051,"[-72, -67, -75, -58, -61, -71, -55, -53]",7
f02765408a10,1443625656076.324951,"[-71, -65, -73, -56, -59, -69, -53, -51]",7
f02765408a10,1443625656301.780029,"[-68, -64, -70, -55, -57, -67, -51, -49]",7
f02765408a10,1443625656455.403076,"[-67, -64, -75, -55, -57, -68, -51, -49]",7
f02765408a10,1443625656458.489990,"[-60, -63, -73, -48, -54, -69, -48, -48]",7
f02765408a10,1443625656466.908936,"[-59, -62, -72, -48, -53, -68, -48, -47]",7
f02765408a10,1443625656511.242920,"[-69, -66, -78, -56, -59, -69, -53, -51]",7
f02765408a10,1443625656628.687012,"[-70, -65, -75, -57, -59, -69, -53, -51]",7
f02765408a10,1443625656677.116943,"[-68, -63, -72, -55, -57, -67, -51, -49]",7
f02765408a10,1443625657279.710938,"[-65, -63, -67, -56, -57, -68, -51, -50]",7
f02765408a10,1443625657279.827881,"[-60, -63, -70, -48, -53, -71, -49, -48]",7
f02765408a10,1443625657279.845947,"[-60, -63, -70, -48, -53, -71, -48, -48]",7
f02765408a10,1443625657279.899902,"[-67, -65, -68, -57, -59, -69, -53, -51]",7
f02765408a10,1443625657280.172119,"[-68, -67, -71, -60, -62, -71, -55, -54]",7
f02765408a10,1443625657280.270996,"[-65, -64, -68, -57, -59, -68, -53, -51]",7
f02765408a10,1443625657280.474121,"[-65, -64, -68, -59, -59, -69, -53, -51]",7
f02765408a10,1443625657310.061035,"[-65, -64, -70, -58, -60, -69, -53, -51]",7
f02765408a10,1443625657443.319092,"[-63, -62, -68, -57, -57, -67, -50, -49]",7
f02765408a10,1443625657525.553955,"[-64, -62, -68, -59, -57, -68, -50, -49]",7
f02765408a10,1443625657651.023926,"[-65, -64, -71, -58, -59, -69, -52, -50]",7
f02765408a10,1443625657658.707031,"[-65, -64, -71, -58, -59, -69, -52, -50]",7
f02765408a10,1443625657725.121094,"[-65, -64, -72, -58, -59, -70, -53, -50]",7
f02765408a10,1443625657770.000977,"[-62, -64, -68, -54, -58, -69, -51, -49]",7
f02765408a10,1443625657931.809082,"[-68, -71, -74, -59, -64, -76, -57, -55]",7
f02765408a10,1443625658067.854980,"[-68, -72, -73, -57, -65, -76, -58, -56]",7
f02765408a10,1443625658086.525879,"[-64, -70, -75, -50, -58, -75, -53, -52]",7
f02765408a10,1443625658130.044922,"[-70, -73, -77, -59, -67, -76, -60, -58]",7
f02765408a10,1443625658164.821045,"[-71, -74, -76, -60, -67, -76, -60, -58]",7
f02765408a10,1443625658171.199951,"[-69, -72, -73, -58, -65, -76, -58, -56]",7
f02765408a10,1443625658234.667969,"[-71, -73, -76, -60, -67, -76, -60, -58]",7
